protein_1,protein_2,label
511145.b2620,511145.b3985,1
511145.b3303,511145.b3340,1
511145.b3306,511145.b3340,1
511145.b0168,511145.b3309,1
511145.b0911,511145.b2606,1
511145.b3295,511145.b3987,1
511145.b3340,511145.b3703,1
511145.b0015,511145.b2592,1
511145.b3169,511145.b3649,1
511145.b0911,511145.b3986,1
511145.b2784,511145.b4202,1
511145.b1886,511145.b1887,1
511145.b3340,511145.b3986,1
511145.b3318,511145.b3340,1
511145.b1123,511145.b1125,1
511145.b3287,511145.b4202,1
511145.b2185,511145.b3464,1
511145.b0437,511145.b0882,1
511145.b0933,511145.b0934,1
511145.b0710,511145.b3011,1
511145.b0198,511145.b3452,1
511145.b0416,511145.b3169,1
511145.b2285,511145.b2286,1
511145.b3168,511145.b3307,1
511145.b0773,511145.b3230,1
511145.b0680,511145.b3317,1
511145.b2234,511145.b2676,1
511145.b0191,511145.b3983,1
511145.b2751,511145.b3917,1
511145.b0169,511145.b3340,1
511145.b0634,511145.b2516,1
511145.b2830,511145.b3809,1
511145.b3342,511145.b4375,1
511145.b0383,511145.b3860,1
511145.b3703,511145.b4375,1
511145.b2231,511145.b3185,1
511145.b3231,511145.b3287,1
511145.b1918,511145.b1920,1
511145.b3067,511145.b3229,1
511145.b0680,511145.b3312,1
511145.b1390,511145.b1392,1
511145.b3168,511145.b3310,1
511145.b0911,511145.b3312,1
511145.b1225,511145.b1469,1
511145.b3312,511145.b3987,1
511145.b0954,511145.b1092,1
511145.b3169,511145.b3636,1
511145.b2779,511145.b3164,1
511145.b0438,511145.b0882,1
511145.b1628,511145.b1630,1
511145.b0659,511145.b2566,1
511145.b3340,511145.b3781,1
511145.b3340,511145.b3341,1
511145.b2750,511145.b2762,1
511145.b1823,511145.b4000,1
511145.b0094,511145.b2412,1
511145.b0093,511145.b3294,1
511145.b0029,511145.b1204,1
511145.b3168,511145.b3313,1
511145.b3183,511145.b3317,1
511145.b3319,511145.b3590,1
511145.b0605,511145.b2195,1
511145.b2474,511145.b3298,1
511145.b3297,511145.b3987,1
511145.b0911,511145.b1716,1
511145.b3319,511145.b4173,1
511145.b0438,511145.b3931,1
511145.b3317,511145.b3340,1
511145.b3340,511145.b3342,1
511145.b1124,511145.b2201,1
511145.b1388,511145.b1392,1
511145.b3983,511145.b4203,1
511145.b3636,511145.b4391,1
511145.b1716,511145.b3340,1
511145.b2400,511145.b3320,1
511145.b3295,511145.b3340,1
511145.b1094,511145.b2285,1
511145.b3305,511145.b3985,1
511145.b3318,511145.b4147,1
511145.b0727,511145.b0729,1
511145.b0198,511145.b2677,1
511145.b0093,511145.b3300,1
511145.b0911,511145.b3308,1
511145.b3306,511145.b3987,1
511145.b0023,511145.b3590,1
511145.b0424,511145.b1779,1
511145.b1084,511145.b2779,1
511145.b2278,511145.b2279,1
511145.b0066,511145.b0067,1
511145.b3185,511145.b4375,1
511145.b0185,511145.b4153,1
511145.b1838,511145.b4207,1
511145.b0015,511145.b2699,1
511145.b0098,511145.b3186,1
511145.b1185,511145.b3860,1
511145.b0184,511145.b1652,1
511145.b3309,511145.b3464,1
511145.b2699,511145.b2942,1
511145.b1475,511145.b1476,1
511145.b2114,511145.b2890,1
511145.b0680,511145.b3318,1
511145.b3310,511145.b3988,1
511145.b3309,511145.b4147,1
511145.b0197,511145.b2200,1
511145.b0884,511145.b3168,1
511145.b3201,511145.b3452,1
511145.b1075,511145.b1943,1
511145.b0197,511145.b0696,1
511145.b3295,511145.b3984,1
511145.b0093,511145.b3302,1
511145.b3297,511145.b4375,1
511145.b0094,511145.b3462,1
511145.b3230,511145.b4161,1
511145.b3316,511145.b3340,1
511145.b2276,511145.b2282,1
511145.b2200,511145.b4262,1
511145.b3168,511145.b3305,1
511145.b1084,511145.b2576,1
511145.b3287,511145.b3311,1
511145.b3200,511145.b4261,1
511145.b3294,511145.b4147,1
511145.b2185,511145.b2891,1
511145.b0095,511145.b1175,1
511145.b2784,511145.b3341,1
511145.b1879,511145.b1946,1
511145.b0680,511145.b3309,1
511145.b3303,511145.b3988,1
511145.b1211,511145.b3319,1
511145.b1913,511145.b3704,1
511145.b2567,511145.b3983,1
511145.b1719,511145.b3984,1
511145.b3314,511145.b4375,1
511145.b2610,511145.b3461,1
511145.b2185,511145.b3287,1
511145.b2678,511145.b2679,1
511145.b3726,511145.b3728,1
511145.b0697,511145.b0856,1
511145.b3316,511145.b3988,1
511145.b1719,511145.b3185,1
511145.b3168,511145.b3342,1
511145.b3307,511145.b3590,1
511145.b0168,511145.b3317,1
511145.b3319,511145.b3705,1
511145.b2511,511145.b3318,1
511145.b0724,511145.b2527,1
511145.b0169,511145.b2784,1
511145.b1925,511145.b4146,1
511145.b3295,511145.b3842,1
511145.b3169,511145.b3295,1
511145.b1861,511145.b3652,1
511145.b0198,511145.b1858,1
511145.b2316,511145.b4154,1
511145.b2400,511145.b3231,1
511145.b0911,511145.b3637,1
511145.b0773,511145.b2606,1
511145.b0525,511145.b3340,1
511145.b2400,511145.b3308,1
511145.b2286,511145.b4153,1
511145.b0911,511145.b3306,1
511145.b3186,511145.b4375,1
511145.b2511,511145.b3317,1
511145.b1887,511145.b4355,1
511145.b2606,511145.b3168,1
511145.b0680,511145.b3231,1
511145.b0911,511145.b3316,1
511145.b0473,511145.b2526,1
511145.b1882,511145.b1939,1
511145.b0015,511145.b0473,1
511145.b0098,511145.b3309,1
511145.b0882,511145.b3931,1
511145.b2831,511145.b4170,1
511145.b3315,511145.b4147,1
511145.b2185,511145.b3203,1
511145.b0198,511145.b1124,1
511145.b3321,511145.b3590,1
511145.b3165,511145.b3168,1
511145.b1237,511145.b1823,1
511145.b3169,511145.b3988,1
511145.b1127,511145.b3359,1
511145.b2511,511145.b3302,1
511145.b0470,511145.b1183,1
511145.b1880,511145.b1943,1
511145.b0697,511145.b1125,1
511145.b1084,511145.b3162,1
511145.b2784,511145.b3936,1
511145.b3310,511145.b3340,1
511145.b0721,511145.b4154,1
511145.b0095,511145.b1090,1
511145.b0696,511145.b3451,1
511145.b2526,511145.b2527,1
511145.b1094,511145.b3152,1
511145.b0911,511145.b3318,1
511145.b1884,511145.b1887,1
511145.b3342,511145.b3988,1
511145.b0911,511145.b3304,1
511145.b3146,511145.b3740,1
511145.b3199,511145.b4262,1
511145.b0199,511145.b3201,1
511145.b3315,511145.b3340,1
511145.b0168,511145.b3308,1
511145.b1879,511145.b1948,1
511145.b0095,511145.b2412,1
511145.b0545,511145.b2606,1
511145.b0014,511145.b2529,1
511145.b2610,511145.b3705,1
511145.b2699,511145.b3781,1
511145.b0169,511145.b3169,1
511145.b1421,511145.b1887,1
511145.b2185,511145.b2569,1
511145.b3316,511145.b3385,1
511145.b2784,511145.b3320,1
511145.b1846,511145.b3781,1
511145.b0911,511145.b4143,1
511145.b3169,511145.b3316,1
511145.b0086,511145.b3251,1
511145.b3181,511145.b3987,1
511145.b0093,511145.b0634,1
511145.b0911,511145.b3185,1
511145.b2400,511145.b3312,1
511145.b0051,511145.b3289,1
511145.b1717,511145.b4375,1
511145.b2400,511145.b3983,1
511145.b3312,511145.b4375,1
511145.b3309,511145.b3590,1
511145.b0588,511145.b0590,1
511145.b1074,511145.b1884,1
511145.b1094,511145.b1288,1
511145.b3300,511145.b3309,1
511145.b0051,511145.b3296,1
511145.b4202,511145.b4375,1
511145.b0143,511145.b2576,1
511145.b0430,511145.b0431,1
511145.b3341,511145.b4375,1
511145.b3019,511145.b3699,1
511145.b0911,511145.b3301,1
511145.b0198,511145.b2200,1
511145.b0642,511145.b1274,1
511145.b2727,511145.b3349,1
511145.b2891,511145.b3318,1
511145.b3168,511145.b3983,1
511145.b3300,511145.b4203,1
511145.b0728,511145.b4153,1
511145.b0911,511145.b3186,1
511145.b0470,511145.b1652,1
511145.b2511,511145.b3305,1
511145.b0089,511145.b0094,1
511145.b3304,511145.b3464,1
511145.b1124,511145.b3750,1
511145.b0409,511145.b3175,1
511145.b3169,511145.b3314,1
511145.b3168,511145.b3296,1
511145.b4147,511145.b4203,1
511145.b3169,511145.b4202,1
511145.b2525,511145.b2530,1
511145.b0724,511145.b1612,1
511145.b0104,511145.b2908,1
511145.b2610,511145.b3301,1
511145.b0014,511145.b0055,1
511145.b0173,511145.b0420,1
511145.b1861,511145.b4058,1
511145.b1109,511145.b2279,1
511145.b3165,511145.b3169,1
511145.b2185,511145.b3311,1
511145.b1334,511145.b3067,1
511145.b3590,511145.b3703,1
511145.b3067,511145.b3169,1
511145.b2200,511145.b3451,1
511145.b0680,511145.b3319,1
511145.b0429,511145.b0431,1
511145.b2308,511145.b2309,1
511145.b1679,511145.b1680,1
511145.b0911,511145.b3294,1
511145.b1922,511145.b1941,1
511145.b0407,511145.b0409,1
511145.b2614,511145.b4143,1
511145.b3313,511145.b3590,1
511145.b0723,511145.b1612,1
511145.b1719,511145.b3186,1
511145.b1092,511145.b1288,1
511145.b1938,511145.b1946,1
511145.b3811,511145.b4058,1
511145.b1880,511145.b1937,1
511145.b0222,511145.b3052,1
511145.b2474,511145.b3165,1
511145.b0093,511145.b3304,1
511145.b0779,511145.b1861,1
511145.b3298,511145.b3340,1
511145.b2286,511145.b4167,1
511145.b0737,511145.b0740,1
511145.b2533,511145.b3649,1
511145.b2511,511145.b3231,1
511145.b0698,511145.b1125,1
511145.b3311,511145.b3987,1
511145.b1716,511145.b3590,1
511145.b0416,511145.b3987,1
511145.b0436,511145.b3609,1
511145.b2306,511145.b2310,1
511145.b3340,511145.b3637,1
511145.b1941,511145.b3737,1
511145.b2279,511145.b2284,1
511145.b3169,511145.b3301,1
511145.b3256,511145.b4153,1
511145.b1716,511145.b3169,1
511145.b3186,511145.b3340,1
511145.b2516,511145.b3251,1
511145.b0144,511145.b3319,1
511145.b3168,511145.b3314,1
511145.b0695,511145.b3204,1
511145.b0436,511145.b3312,1
511145.b0051,511145.b2609,1
511145.b3984,511145.b4391,1
511145.b3297,511145.b3988,1
511145.b0197,511145.b3201,1
511145.b4122,511145.b4153,1
511145.b3307,511145.b3340,1
511145.b3304,511145.b4375,1
511145.b0144,511145.b2114,1
511145.b3169,511145.b3305,1
511145.b2961,511145.b3635,1
511145.b1075,511145.b1081,1
511145.b0093,511145.b3320,1
511145.b2752,511145.b3917,1
511145.b3301,511145.b3340,1
511145.b0199,511145.b2677,1
511145.b2533,511145.b3296,1
511145.b3301,511145.b3590,1
511145.b3314,511145.b4161,1
511145.b3236,511145.b4143,1
511145.b3168,511145.b3312,1
511145.b2231,511145.b2699,1
511145.b0049,511145.b4207,1
511145.b1082,511145.b1083,1
511145.b3636,511145.b3988,1
511145.b3178,511145.b3424,1
511145.b2511,511145.b3186,1
511145.b0169,511145.b4203,1
511145.b3308,511145.b3988,1
511145.b1716,511145.b3988,1
511145.b1863,511145.b2894,1
511145.b2185,511145.b3340,1
511145.b1941,511145.b3733,1
511145.b1719,511145.b3983,1
511145.b2025,511145.b2507,1
511145.b0696,511145.b2677,1
511145.b1881,511145.b1884,1
511145.b2512,511145.b2617,1
511145.b1946,511145.b4146,1
511145.b3169,511145.b3320,1
511145.b3304,511145.b3987,1
511145.b0680,511145.b3320,1
511145.b3168,511145.b4202,1
511145.b0198,511145.b4262,1
511145.b3987,511145.b4203,1
511145.b0724,511145.b0728,1
511145.b3984,511145.b4173,1
511145.b0145,511145.b3987,1
511145.b0698,511145.b0857,1
511145.b0078,511145.b1676,1
511145.b0473,511145.b3347,1
511145.b0781,511145.b0783,1
511145.b0640,511145.b1183,1
511145.b2526,511145.b2614,1
511145.b2200,511145.b2678,1
511145.b3636,511145.b3987,1
511145.b2277,511145.b2281,1
511145.b4261,511145.b4262,1
511145.b0680,511145.b3984,1
511145.b0721,511145.b0723,1
511145.b1125,511145.b1858,1
511145.b2276,511145.b2287,1
511145.b2567,511145.b4203,1
511145.b0086,511145.b3189,1
511145.b3183,511145.b3304,1
511145.b0015,511145.b2526,1
511145.b0014,511145.b4143,1
511145.b1162,511145.b1163,1
511145.b3341,511145.b3988,1
511145.b4059,511145.b4259,1
511145.b1983,511145.b2016,1
511145.b0911,511145.b3987,1
511145.b3168,511145.b3309,1
511145.b3168,511145.b3231,1
511145.b0015,511145.b4143,1
511145.b0740,511145.b0957,1
511145.b0094,511145.b0095,1
511145.b3230,511145.b3340,1
511145.b0945,511145.b3734,1
511145.b0545,511145.b3231,1
511145.b0093,511145.b3319,1
511145.b1719,511145.b3986,1
511145.b0095,511145.b0437,1
511145.b2784,511145.b3313,1
511145.b3304,511145.b3340,1
511145.b0078,511145.b1854,1
511145.b3168,511145.b3297,1
511145.b1223,511145.b1227,1
511145.b2474,511145.b3306,1
511145.b0779,511145.b4058,1
511145.b2400,511145.b3319,1
511145.b1719,511145.b3317,1
511145.b0098,511145.b2606,1
511145.b3701,511145.b3863,1
511145.b2185,511145.b2610,1
511145.b0729,511145.b4153,1
511145.b0634,511145.b3249,1
511145.b0199,511145.b1858,1
511145.b0151,511145.b0197,1
511145.b3308,511145.b3987,1
511145.b3165,511145.b3486,1
511145.b0089,511145.b3208,1
511145.b3702,511145.b3982,1
511145.b0365,511145.b0367,1
511145.b0180,511145.b2610,1
511145.b0098,511145.b3299,1
511145.b0727,511145.b0728,1
511145.b0911,511145.b3305,1
511145.b1861,511145.b1913,1
511145.b4122,511145.b4154,1
511145.b0887,511145.b1858,1
511145.b0428,511145.b0431,1
511145.b2286,511145.b3833,1
511145.b0014,511145.b0095,1
511145.b3319,511145.b3340,1
511145.b1084,511145.b3780,1
511145.b2529,511145.b2530,1
511145.b0933,511145.b0936,1
511145.b0191,511145.b3301,1
511145.b0184,511145.b4259,1
511145.b2533,511145.b3169,1
511145.b0014,511145.b4142,1
511145.b1227,511145.b1469,1
511145.b2234,511145.b2235,1
511145.b2400,511145.b3984,1
511145.b2231,511145.b3299,1
511145.b3340,511145.b3983,1
511145.b0697,511145.b0857,1
511145.b2784,511145.b3296,1
511145.b1094,511145.b3650,1
511145.b0194,511145.b1946,1
511145.b0470,511145.b0640,1
511145.b2308,511145.b2310,1
511145.b0907,511145.b2599,1
511145.b3296,511145.b4375,1
511145.b3308,511145.b3590,1
511145.b2400,511145.b3318,1
511145.b0545,511145.b3230,1
511145.b3067,511145.b3295,1
511145.b0098,511145.b4203,1
511145.b3185,511145.b3590,1
511145.b1941,511145.b3736,1
511145.b3169,511145.b3317,1
511145.b0891,511145.b1116,1
511145.b2276,511145.b2281,1
511145.b2278,511145.b2285,1
511145.b0098,511145.b3231,1
511145.b1913,511145.b4170,1
511145.b1211,511145.b4375,1
511145.b1717,511145.b3168,1
511145.b3984,511145.b3988,1
511145.b0094,511145.b3463,1
511145.b0773,511145.b3315,1
511145.b3165,511145.b3340,1
511145.b2829,511145.b3206,1
511145.b2784,511145.b3316,1
511145.b3164,511145.b3247,1
511145.b0911,511145.b3313,1
511145.b3298,511145.b3486,1
511145.b0191,511145.b3296,1
511145.b2200,511145.b3452,1
511145.b2533,511145.b3987,1
511145.b3301,511145.b4375,1
511145.b0215,511145.b4259,1
511145.b3316,511145.b3486,1
511145.b0151,511145.b0697,1
511145.b2925,511145.b3781,1
511145.b0738,511145.b0740,1
511145.b2698,511145.b3700,1
511145.b3295,511145.b3320,1
511145.b0545,511145.b3301,1
511145.b2278,511145.b2287,1
511145.b2511,511145.b3313,1
511145.b0721,511145.b1611,1
511145.b3312,511145.b3988,1
511145.b0911,511145.b3315,1
511145.b0098,511145.b3703,1
511145.b2610,511145.b4203,1
511145.b3092,511145.b3236,1
511145.b0773,511145.b3297,1
511145.b2167,511145.b2383,1
511145.b0487,511145.b3649,1
511145.b0408,511145.b3609,1
511145.b0104,511145.b0237,1
511145.b0698,511145.b0856,1
511145.b0698,511145.b0864,1
511145.b0078,511145.b3772,1
511145.b1719,511145.b3294,1
511145.b2784,511145.b3308,1
511145.b3983,511145.b3987,1
511145.b3169,511145.b3461,1
511145.b0089,511145.b3250,1
511145.b0473,511145.b4143,1
511145.b1074,511145.b1078,1
511145.b1223,511145.b1465,1
511145.b3705,511145.b3737,1
511145.b3340,511145.b3985,1
511145.b2286,511145.b4211,1
511145.b0545,511145.b3185,1
511145.b2196,511145.b2197,1
511145.b3309,511145.b3987,1
511145.b2699,511145.b4059,1
511145.b1883,511145.b1946,1
511145.b3294,511145.b3340,1
511145.b3168,511145.b3302,1
511145.b0696,511145.b0856,1
511145.b0605,511145.b3612,1
511145.b0723,511145.b4122,1
511145.b0197,511145.b0697,1
511145.b0857,511145.b3201,1
511145.b3168,511145.b3320,1
511145.b0886,511145.b1858,1
511145.b2512,511145.b2595,1
511145.b3464,511145.b3705,1
511145.b1719,511145.b2891,1
511145.b3168,511145.b3317,1
511145.b3203,511145.b3486,1
511145.b3303,511145.b3590,1
511145.b0697,511145.b3201,1
511145.b3168,511145.b3298,1
511145.b0078,511145.b3671,1
511145.b0436,511145.b0957,1
511145.b3300,511145.b3464,1
511145.b0398,511145.b2699,1
511145.b2287,511145.b4211,1
511145.b2996,511145.b2997,1
511145.b2276,511145.b2278,1
511145.b2011,511145.b4059,1
511145.b1183,511145.b2699,1
511145.b1246,511145.b1247,1
511145.b1244,511145.b1245,1
511145.b3309,511145.b3988,1
511145.b1941,511145.b3738,1
511145.b2114,511145.b4129,1
511145.b1467,511145.b1469,1
511145.b1392,511145.b2286,1
511145.b0098,511145.b3637,1
511145.b0095,511145.b1176,1
511145.b0696,511145.b2200,1
511145.b1099,511145.b4259,1
511145.b2185,511145.b3987,1
511145.b0763,511145.b0765,1
511145.b0014,511145.b0473,1
511145.b3307,511145.b3988,1
511145.b2277,511145.b2285,1
511145.b1860,511145.b1913,1
511145.b3340,511145.b4203,1
511145.b3725,511145.b3728,1
511145.b2296,511145.b2297,1
511145.b3309,511145.b4173,1
511145.b3308,511145.b4375,1
511145.b3065,511145.b3168,1
511145.b1716,511145.b2511,1
511145.b0911,511145.b2185,1
511145.b2286,511145.b2552,1
511145.b3169,511145.b3318,1
511145.b0098,511145.b3315,1
511145.b3340,511145.b3363,1
511145.b3316,511145.b3987,1
511145.b1611,511145.b4153,1
511145.b4220,511145.b4221,1
511145.b2235,511145.b2675,1
511145.b1922,511145.b3987,1
511145.b1879,511145.b1922,1
511145.b1719,511145.b3313,1
511145.b1089,511145.b3590,1
511145.b0680,511145.b3301,1
511145.b0911,511145.b1413,1
511145.b1863,511145.b4058,1
511145.b3295,511145.b3306,1
511145.b0545,511145.b3297,1
511145.b3318,511145.b4375,1
511145.b1124,511145.b3201,1
511145.b3301,511145.b3987,1
511145.b3168,511145.b3294,1
511145.b2306,511145.b2309,1
511145.b1719,511145.b3309,1
511145.b2277,511145.b2279,1
511145.b0151,511145.b3201,1
511145.b3149,511145.b3702,1
511145.b3296,511145.b3590,1
511145.b2278,511145.b2282,1
511145.b3306,511145.b3988,1
511145.b1807,511145.b3282,1
511145.b3309,511145.b4375,1
511145.b2784,511145.b3305,1
511145.b0169,511145.b3988,1
511145.b0635,511145.b3251,1
511145.b2424,511145.b2752,1
511145.b1393,511145.b1394,1
511145.b2286,511145.b2484,1
511145.b3988,511145.b4143,1
511145.b3201,511145.b4262,1
511145.b2167,511145.b3947,1
511145.b0409,511145.b3705,1
511145.b3987,511145.b4202,1
511145.b0170,511145.b0911,1
511145.b0015,511145.b2614,1
511145.b2287,511145.b2484,1
511145.b1881,511145.b1887,1
511145.b1922,511145.b3067,1
511145.b3315,511145.b3590,1
511145.b0191,511145.b3319,1
511145.b0777,511145.b2286,1
511145.b4014,511145.b4122,1
511145.b2784,511145.b3299,1
511145.b2565,511145.b3700,1
511145.b2573,511145.b3987,1
511145.b0957,511145.b3300,1
511145.b2284,511145.b2288,1
511145.b1475,511145.b3892,1
511145.b1884,511145.b1946,1
511145.b0545,511145.b3984,1
511145.b1991,511145.b1992,1
511145.b0688,511145.b1852,1
511145.b1712,511145.b2755,1
511145.b3178,511145.b4174,1
511145.b3566,511145.b3567,1
511145.b3168,511145.b3637,1
511145.b3290,511145.b3849,1
511145.b1211,511145.b1212,1
511145.b0661,511145.b3725,1
511145.b0104,511145.b2507,1
511145.b0773,511145.b3319,1
511145.b3287,511145.b3305,1
511145.b0185,511145.b3256,1
511145.b2960,511145.b3385,1
511145.b2699,511145.b4473,1
511145.b0194,511145.b2114,1
511145.b3169,511145.b3987,1
511145.b0436,511145.b3309,1
511145.b0779,511145.b2733,1
511145.b0779,511145.b3811,1
511145.b0416,511145.b3988,1
511145.b0098,511145.b3304,1
511145.b2285,511145.b3152,1
511145.b1476,511145.b3893,1
511145.b0145,511145.b3988,1
511145.b0095,511145.b0438,1
511145.b3307,511145.b3987,1
511145.b0640,511145.b1652,1
511145.b2511,511145.b3703,1
511145.b0957,511145.b2961,1
511145.b0409,511145.b3300,1
511145.b3168,511145.b3308,1
511145.b0199,511145.b0698,1
511145.b3317,511145.b3987,1
511145.b2609,511145.b3340,1
511145.b2414,511145.b3607,1
511145.b0143,511145.b2779,1
511145.b2784,511145.b4203,1
511145.b2277,511145.b2287,1
511145.b0098,511145.b3319,1
511145.b0014,511145.b0383,1
511145.b2606,511145.b3987,1
511145.b2200,511145.b2677,1
511145.b2620,511145.b2697,1
511145.b0148,511145.b3303,1
511145.b1089,511145.b2784,1
511145.b4467,511145.b4468,1
511145.b3705,511145.b3734,1
511145.b0215,511145.b0470,1
511145.b4006,511145.b4129,1
511145.b0090,511145.b0095,1
511145.b0095,511145.b3641,1
511145.b0864,511145.b3452,1
511145.b1124,511145.b2678,1
511145.b2277,511145.b2286,1
511145.b0090,511145.b3251,1
511145.b0911,511145.b3296,1
511145.b0698,511145.b2200,1
511145.b2784,511145.b3231,1
511145.b3200,511145.b4262,1
511145.b3295,511145.b3407,1
511145.b3451,511145.b4262,1
511145.b0408,511145.b3175,1
511145.b2837,511145.b4000,1
511145.b2185,511145.b3985,1
511145.b1880,511145.b1940,1
511145.b3169,511145.b3983,1
511145.b0194,511145.b2592,1
511145.b3318,511145.b3590,1
511145.b2277,511145.b2282,1
511145.b1716,511145.b2784,1
511145.b0185,511145.b4154,1
511145.b0640,511145.b4259,1
511145.b1363,511145.b3290,1
511145.b3314,511145.b3590,1
511145.b0930,511145.b1876,1
511145.b2678,511145.b3749,1
511145.b1861,511145.b3813,1
511145.b3300,511145.b3985,1
511145.b0198,511145.b0857,1
511145.b0698,511145.b3452,1
511145.b2599,511145.b4052,1
511145.b2346,511145.b3192,1
511145.b1084,511145.b4179,1
511145.b3168,511145.b3306,1
511145.b3340,511145.b3936,1
511145.b1852,511145.b2592,1
511145.b1881,511145.b1883,1
511145.b3733,511145.b3738,1
511145.b0723,511145.b2897,1
511145.b1274,511145.b2699,1
511145.b3305,511145.b4173,1
511145.b0014,511145.b0911,1
511145.b0399,511145.b0695,1
511145.b1274,511145.b1940,1
511145.b0115,511145.b1207,1
511145.b1612,511145.b3893,1
511145.b0857,511145.b0887,1
511145.b3314,511145.b3987,1
511145.b0094,511145.b4137,1
511145.b1960,511145.b4170,1
511145.b2727,511145.b2729,1
511145.b2511,511145.b3294,1
511145.b3297,511145.b3486,1
511145.b3701,511145.b4259,1
511145.b0143,511145.b3164,1
511145.b0696,511145.b1124,1
511145.b1073,511145.b1925,1
511145.b2424,511145.b2751,1
511145.b2231,511145.b3030,1
511145.b0723,511145.b0729,1
511145.b0023,511145.b3168,1
511145.b2606,511145.b3590,1
511145.b2400,511145.b3301,1
511145.b2573,511145.b3988,1
511145.b0191,511145.b1719,1
511145.b0093,511145.b3462,1
511145.b3185,511145.b3988,1
511145.b1094,511145.b2282,1
511145.b1185,511145.b2893,1
511145.b0856,511145.b1858,1
511145.b0199,511145.b0696,1
511145.b3983,511145.b4173,1
511145.b2784,511145.b3703,1
511145.b1124,511145.b1858,1
511145.b0078,511145.b3117,1
511145.b2762,511145.b3781,1
511145.b2284,511145.b2286,1
511145.b2976,511145.b4258,1
511145.b2609,511145.b3169,1
511145.b2784,511145.b3342,1
511145.b1126,511145.b2201,1
511145.b2479,511145.b2808,1
511145.b3316,511145.b3590,1
511145.b1887,511145.b2699,1
511145.b3298,511145.b3590,1
511145.b3067,511145.b3988,1
511145.b3231,511145.b3590,1
511145.b0879,511145.b1117,1
511145.b0215,511145.b0640,1
511145.b0911,511145.b3983,1
511145.b3936,511145.b3988,1
511145.b0098,511145.b1094,1
511145.b0545,511145.b3317,1
511145.b0151,511145.b2677,1
511145.b3315,511145.b3987,1
511145.b0694,511145.b0695,1
511145.b2976,511145.b4122,1
511145.b3315,511145.b3988,1
511145.b1879,511145.b1940,1
511145.b0773,511145.b1719,1
511145.b0429,511145.b0978,1
511145.b3168,511145.b3185,1
511145.b0726,511145.b0727,1
511145.b0545,511145.b3983,1
511145.b0487,511145.b3295,1
511145.b0736,511145.b4041,1
511145.b0473,511145.b0525,1
511145.b1880,511145.b1948,1
511145.b0864,511145.b2200,1
511145.b1125,511145.b2678,1
511145.b1076,511145.b1946,1
511145.b0151,511145.b2678,1
511145.b0198,511145.b3750,1
511145.b3342,511145.b3590,1
511145.b3301,511145.b3988,1
511145.b3317,511145.b3988,1
511145.b0773,511145.b3983,1
511145.b1637,511145.b3384,1
511145.b2511,511145.b3301,1
511145.b0191,511145.b2567,1
511145.b1880,511145.b1946,1
511145.b0393,511145.b2698,1
511145.b2507,511145.b2508,1
511145.b0438,511145.b2592,1
511145.b2511,511145.b3319,1
511145.b0856,511145.b2678,1
511145.b3320,511145.b3340,1
511145.b2784,511145.b3307,1
511145.b1861,511145.b3822,1
511145.b0436,511145.b1079,1
511145.b2830,511145.b3162,1
511145.b0077,511145.b0078,1
511145.b0194,511145.b1876,1
511145.b3464,511145.b3985,1
511145.b3311,511145.b3340,1
511145.b4231,511145.b4485,1
511145.b0855,511145.b2201,1
511145.b0696,511145.b0887,1
511145.b2784,511145.b3306,1
511145.b3985,511145.b3987,1
511145.b1125,511145.b2200,1
511145.b2278,511145.b2281,1
511145.b2784,511145.b3319,1
511145.b3311,511145.b3486,1
511145.b0741,511145.b1118,1
511145.b0098,511145.b3987,1
511145.b2177,511145.b2179,1
511145.b2400,511145.b3313,1
511145.b2733,511145.b4170,1
511145.b0098,511145.b0409,1
511145.b1680,511145.b1683,1
511145.b3312,511145.b3590,1
511145.b0014,511145.b1866,1
511145.b0487,511145.b3988,1
511145.b2201,511145.b2677,1
511145.b3988,511145.b4202,1
511145.b0094,511145.b3251,1
511145.b0696,511145.b1858,1
511145.b0098,511145.b3320,1
511145.b3705,511145.b4174,1
511145.b2282,511145.b2284,1
511145.b0884,511145.b3590,1
511145.b0169,511145.b3168,1
511145.b2201,511145.b3450,1
511145.b3313,511145.b3987,1
511145.b2277,511145.b2280,1
511145.b3341,511145.b3486,1
511145.b0098,511145.b3312,1
511145.b3540,511145.b3541,1
511145.b0887,511145.b3201,1
511145.b3193,511145.b3705,1
511145.b0697,511145.b4261,1
511145.b3296,511145.b3988,1
511145.b0610,511145.b3295,1
511145.b0170,511145.b3340,1
511145.b2678,511145.b3451,1
511145.b0696,511145.b3750,1
511145.b0723,511145.b3705,1
511145.b2201,511145.b4035,1
511145.b3985,511145.b4203,1
511145.b0911,511145.b4203,1
511145.b1940,511145.b1941,1
511145.b0545,511145.b1716,1
511145.b0831,511145.b0832,1
511145.b0698,511145.b1124,1
511145.b0199,511145.b3451,1
511145.b0198,511145.b0698,1
511145.b0934,511145.b0936,1
511145.b0194,511145.b1939,1
511145.b1858,511145.b4262,1
511145.b0199,511145.b3750,1
511145.b3892,511145.b3893,1
511145.b0698,511145.b3750,1
511145.b1274,511145.b3699,1
511145.b0729,511145.b4154,1
511145.b3168,511145.b3321,1
511145.b3309,511145.b3340,1
511145.b1513,511145.b1516,1
511145.b0169,511145.b0191,1
511145.b3165,511145.b3987,1
511145.b3407,511145.b3988,1
511145.b1602,511145.b1603,1
